Date,Baton,Gun,Hands,K9,OC,Taser,Sage,Misc,Nature of Case,Violation Charged #1,#2,#3,#4,#5,SNspect INjNred,Officer Injured,Proper Procedure,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/06,N,N,Y,N,N,Y,N,N,273.5(a),,273.5(a),69,243.25,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/29/06,N,N,Y,N,N,N,N,Y,4.9.3,,594.2(a),243(b),148(a}(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/31/06,Y,N,N,Y,N,Y,N,N,23103(a),,23103(a),2800.l(a),23152(a)(b),148(a)(l),Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/3/06,N,N,N,N,N,Y,N,N,2120l(d),,148(a)(l),166,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/4/06,N,N,N,N,N,Y,N,N,211,,211,148(a)(l},1203.2,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/9/06,N,N,Y,N,N,N,N,N,21650.1,,148(a)(l),11364,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/10/06,N,N,Y,N,N,N,N,Y,415,,647(t),148(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/14/06,N,N,Y,N,N,N,N,Y,12.16B,,l,1377(a),11364,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/17/06,N,N,N,N,N,Y,N,N,602,,148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/19/06,Y,N,Y,N,N,Y,N,N,5150,,5150,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/22/06,N,N,Y,N,N,Y,N,N,415.l,415.1,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/06,N,N,Y,N,N,Y,N,N,24252,,647(b),12500(a),23222(a),148(a)(l),Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/2/06,N,N,N,N,N,Y,N,Y,5150,,5150,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/3/06,N,N,Y,N,Y,Y,N,N,3056,,11377(a),11364,3056,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/6/06,N,N,Y,N,N,N,N,N,Susp person,,148(a)(l),3056,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/6/06,N,N,Y,N,N,Y,N,Y,Susp person,,148(a)(l),1203.2,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/7/06,N,N,Y,N,N,N,N,Y,374,148(a)(l),148.9,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/7/06,N,N,Y,N,N,N,N,Y,5150,5150,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/7/06,N,N,Y,N,N,Y,N,N,22350,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/18/06,N,N,Y,N,N,N,N,N,12.1.3,148(a)(l),12.1.3,,,, N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/06,Y,N,N,N,N,N,Susp person,l,1377(a),11550,J48(a)(l),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/06,N,N, N, Y,N,N,602.l(a),243(b),l48(a)(l),602.l(a),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/06,N,N,N,N,Y,N,Y,647(f),647(f),148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/06,N,N,Y,N,N,Y,N,N,415,647(f),148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/27/06,N,N,Y,N, N,N,N,4.9.3,11364,1203.2,l48(a)(J),135,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/06,N,N,Y,Y, N, Y,459,459,l48(a)(l),602(m),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/06,N,N, N,N,Y,N,N,415,245(aXI),1203.2,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/06,Y,N,N, N,N,Welfarechk,647(f),N,,,,Y,N,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/06,N,N, N,Y,N,N,N,594(b)(2),594(b)(2),l48(a)(l),,,, N, N,N,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/06,N,N,Y,N,N, N,N,415,5150,,,,, Y, N,N,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/06,N,N,N,Y,N,N,N,N,N,4.9.3,11350,11352,148(a)(l),,N, N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/12/06,N,N, N,N,Y,N,N,148(a)(l),11364,148(a)(l),,,,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/06,Y,N, Y,N,N,Y,N,1203.2,,,Y, Y, ,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/06,Y,N, Y,N,N,Y,N,N,,,Y, Y, ,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/06,N,N, N,N,Y,N,N,243(e}(l},243(e)(l),591.5,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/06,N,N,Y,N,N,Welfare chk,5150,N,,,,Y,N,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/06,N,N,Y,N,N,N,N,N,Warrant,148(a}(l),,,,, N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/06,N,N,Y,N,N,N,N,Y,273.5,273.5,236,3056,69,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/06,N,N,Y,N,N,N,N,Y,20002 23152( a)(b),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/06,N,N,N,N,N,Y,N,N,Medical,call,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/18/06,N,N,Y,N,N,Y,N,N,Security chk l,1377(a),,11364,148(a)(l),1203.2,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/19/06,N,N,Y,N,N,N,N,N,653(m) 459,,594,23152(a)(b),3056,148(a)(l) Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/06,N,N,Y,N,N,N,N,N,71 71,,148(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/06,N,N,Y,N,N,Y,N,N,Security chk 11377(a),,148(a)(l),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/06,N,N,Y,N,N,Y,N,N,647(f) 647(f),,148(aXI),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/06,N,N,N,N,N,Y,N,Y,415 5150,,,,,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/06,N,N,Y,N,N,Y,N,N,Susp person 3056,,647(h),148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/06,N,N,Y,N,N,N,N,N,24601 2800.2(a),,I 1350(a),14601.l(a),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/06,N,N,Y,N,N,Y,N,N,24603 10851(a),,2800.2(a),148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/06,N,N,Y,N,N,Y,N,N,415.1 148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/06,N,N,Y,N,N,N,N,Y,594 148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/06,N,N,Y,N,N,Y,N,Y,23152(a) 23152(a)(b),,594(b)(l),243(b),69,148(a)(l) Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/06,N,N,Y,N,N,N,N,Y,27315(d) 148(a)(l),,27315(d),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/06,N,N,Y,N, Y,N,Y,Parole srch l,1377(a),,3056,11364,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/06,N,N,N,N,N,Y, N,415.1 415.1,,308(b),,,Y,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/06,N,N,N,N,N,Y,N,N,422 417,,,,,Y,Y,Y, Y,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/06,N,N,Y,N,N,N, Y,2120l(d) 148(a)(l),,,,,Y,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/06,N,N,Y, N,Y,N,N,26710 148(a)(l),,26710,,,N,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,N,N,Y,N,N,N,N,N,647(t),647(t) 148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,N,N,Y,N,N,Y,N,N,Noise,Warrant,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/7/07,N,N,Y,N,N,Y,N,N,647(t),148(a)(I) 647(t),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/9/07,N,N,Y,Y,N,Y,N,N,187,187 148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/15/07,N,N,Y,N,N,N,N,Y,11378,11378,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/20/07,N,N,Y,Y,N,Y,N,N,5200,1203.2 11378,,11379,2800.2,148(a)(l),Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/20/07,N,N,Y,N,N,N,N,N,415,148(a}(l},,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/26/07,N,N,N,N,N,Y,N,N,211,148(a}(l} 11364,,l,1377(a),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/28/07,N,N,Y,N,N,Y,N,N,415,23152(a)(b) 148(a)(l),,,,,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/29/07,N,N,N,N,N,Y,N,N,Warrants,Warrants,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/31/07,N,N,N,Y,N,Y,N,N,415,273(d},,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/6/07,N,N,Y,N,N,Y,N,N,459,647(h) 148(a}(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/7/07,N,N,N,N,N,Y,N,N,273.5(a),273.5(a) 245(a}(l},,12022.1,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/9/07,N,N,Y,N,Y,N,N,N,415.1,415.1 148(a}(l),,777,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/11/07,N,N,Y,N,N,N,N,Y,Susp vehicle,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/13/07,N,N,Y,N,N,N,N,N,243(b),148(a)(l) 243(b),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/14/07,N,N,Y,N,N,N,N,N,415(3),415(3) 777,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/16/07,Y,N,N,N,N,N,N,N,211,415(2) 148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/17/07,N,N,N,N,N,Y,N,N,Suspperson,,11377(a) 148(a)(l),,3056,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/18/07,N,N,Y,N,N,N,N,N,5200,,11378,11379,653(k),12500,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/18/07,N,N,Y,N,N,N,N,Y,21650,,148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/18/07,N,N,Y,N,N,Y,N, Susp person,,11532,148(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/07,N,N,Y,N,N,N,N,N,415,,241.2,1203.2,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/24/07,N,N,Y,N,N,Y,N,Y,647(f),,647(f),148(a)(l),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/24/07,Y,N,Y,N,N,Y,N,N,5200,,11350(a),11352(a),135,148(aXl),Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/24/07,N,N,Y,N,N,N,N,N,415,,148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/1/07,N,N,Y,N,N,N,N,N,459,,459,148(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/5/07,N,N,N,N,N,Y,N,N,273.5(a),,273.5(a),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/6/07,N,N,N,N,N,Y,N,N,10851,,10851,2800.2,148(a)(l),14601.1,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/7/07,N,N,N,N,N,N,N,Y,22500,,12025(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/9/07,N,N,N,N,N,Y,N,N,488,,488,148(a}(l},,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/9/07,N,N,Y,N,N,N,N, 602(o}(l),,602(o)(l),647(j),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/07,N,N,Y,N,N,N,N,Y,21201(d),,647(f),148(a}(l),2120l(d),40302(a),Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/07,Y,N,Y,N,N,N,N,21208,,148(a)(l),,,,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/07,N,N,Y,N,N,Y,N,N,422,,243(b),,,,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/17/07,N,N,Y,N,N,N,N, 27315(d},,2800.2(a),14601.l(a),11364,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/07,N,N,N,N,N,Y,N,N,Susp person,,148(aXl),11364(a),,,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/20/07,N,N,Y,N,N,Y,N,N,21650,,2800(a),,,,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/21/07,N,3/21/07,N,N,1N,N,Y,N, N,N,N,N,N,N,N,Y,Y,24252(a) 602.l(a),,602.l(a) 148(a)(l),14601.l(a),24252(a),,N,N,N,Y,Y, ,,,,,,,,,,,,,
3/21/07,Y,N,Y,N,N,Y,N,N,415,,69,3056,12022.1,243(b),N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/23/07,N,N,Y,N, Y, Susp person,N,148(a)(l),14601.l(a),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/07,N,N,Y,N,N,N,N,Y,647.6(a),,647.6(a),485,69,148(a)(l),N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/29/07,N,N,N,Y,N,N,N,N,N,22450,,23152(a)(b),23103(a),,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
3/29/07,N,N,N,N,Y,N,N,N,N,Suspperson,,148(a)(l),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
3/30/07,N,N,N,Y,N,N,N,N,N,476a(a),,476a(a),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/1/07,N,N,N,N,N,N,Y,N,Y,5150,,5150,,,Y,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/1/07,N,N,N,Y,N,N,Y,N,N,10851(a),,10851(a),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/3/07,N,N,N,Y,N,N,N,N,N,626.8(a)(l),,626.8(a)(l),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/4/07,Y,N,Y,N,N,Y,N,N,245(a)(l),,245(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/4/07,N,N,N,N,N,Y,N,N,415.1,,415.1,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/4/07,N,N,N,Y,N,N,N,N,Y,21650.1,,2800.l(a),148(a)(l),,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/8/07,N,N,N,N,N,N,Y,N,N,415,,242,,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/10/07,N,N,Y,N,N,Y,N,N,911 hangup,,459,422,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/11/07,N,N,N,N,N,N,Y,N,N,5150,,5150,,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/13/07,N,N,N,Y,N,N,N,N,Y,415,,422,243(b),148(a)(l),Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/13/07,N,N,Y,N,N,N,N,Y,Susp person,,69,243(b),148(a)(l),11364,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/14/07,N,N,N,Y,N,Y,N,Y,N,24250,,245(a)(l),2800.2,148(a)(l),Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/14/07,Y,N,N,N,N,Y,N,N,647(b),,69,647(h),148(a)(l),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/26/07,N,N,N,N,N,Y,N,N,Susp person,,3056,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/26/07,N,N,Y,N,N,N,N,N,N,537(a)(l),,3056,537(a)(l),148(a)(l),N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/07,N,N,N,Y,N,N,Y,N,N,21462,,23152(a)(b),2800.1,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/28/07,N,N,N,N,N,N,Y,N,N,602.l(a),,11364(a),148(a)(l),602.l(a),Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/29/07,Y,N,Y,N,N,N,N,Y,647(f),,148(a}(l),647(f),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/3/07,N,N,Y,N,N,N,N,N,12.178,,647(f),148(aXI),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/5/07,N,N,Y,N,N,N,N,N,4.9.3,,11364,2800,148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/7/07,N,N,N,N,N,Y,N,N,415,,2800.1,21650 .1,21212(a),148(a}(l),Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/10/07,N,N,Y,N,N,N,N,N,647(f),,647(f),148(a)(l),,,N, Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/07,N,N,Y,N,N,N,N,N,21804(a),,245(a)(l),2800.1,20002,148(a}(l},Y,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/12/07,N,N,Y,N,N,Y,N,N,5200,,1085l(a),496(a),12500(a),1203.2,Y,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/13/07,N,N,Y,N,N,N,N,N,Civil,standby,,69,148(a)(l),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/13/07,N,N,Y,N,N,N,N,Y,415.1,,415.1,647(f),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/14/07,N,N,Y,N,N,Y,N,N,370,,370,647(h),148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/14/07,N,N,Y,N,N,Y,N,Y,415,,594(b)(2),647(f),148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/21/07,N,N,N,N,N,Y,N,N,Warrant,,148(a)(l),,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/07,N,N,Y,N,N,N,N,N,647(f),,647(f),148(a}(l},,,Y,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/23/07,N,N,N,N,N,Y,N,N,470(a),,470(a)(d),530.5(a),470b,148.9,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/07,N,N,Y,N,N,N,N,Y,602(0),,602(0),11364,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/24/07,N,N,Y,N,N,Y,N,N,21950,,l,1377(a),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/27/07,N,N,N,N,N,N,N,N,27315(e),,148(a}(l),27315(e),40302(a),,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/28/07,N,N,N,N,N,N,N,N,602(1),,602(1),148(a)(l),647(h),1203.2(a),N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/28/07,N,N,N,N,N,N,N,N,Warrant,,,,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/29/07,N,N,N,N,N,Y,N,N,21462,,23152(a)(b),148(a)(l),,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/07,N,N,N,N,N,N,N,N,602(0),,148(a)(l),1203.2,602(0),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/31/07,N,N,Y,N,N,N,N,N,Warrant,,243(b),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/1/07,N,N,N,Y,N,N,N,N,N,5204,148(a)(l),27315(d),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/5/07,N,N,N,Y,N,N,Y,N,N,273.5,,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/12/07,N,N,N,Y,N,N,N,N,N,Srch warrant,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/22/07,N,N,N,Y,N,N,N,N,Y,415,243(eXl),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/23/07,Y,N,Y,N,N,N,N,N,215,215,207(a),2800.2,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/25/07,Y,N,Y,N,N,N,N,Y,Susp person,496(a),l203l(a)(l),148(a)(l),12025(b)(4:,,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/27/07,N,N,N,Y,N,N,N,N, 'robation searcl,148(a)(l),,777,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/27/07,N,N,N,Y,N,N,N,N,N,24603(Â£),12020(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/29/07,Y,N,Y,N,N,N,N,N,5200,3056,l,l377(a),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/30/07,N,N,N,N,N,N,Y,N,N,5200,148(a)(l),11364,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/1/07,N,N,N,Y,N,N,N,N,Y,Warrants,69,148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/7/07,N,N,N,N,N,N,N,N,Y,Susp person,647(f),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/10/07,N,N,N,Y,N,N,N,N,N,415,417(a)(l),148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/19/07,N,N,N,Y,N,N,Y,N,N,211,14601.2(a) 23152(a)(b),,23223(a),1203.2,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/20/07,N,N,N,N,N,N,N,N,Y,415,12553(a)(l),3056,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/22/07,N,N,N,Y,N,N,N,N,Y,245(aXl),245(a)(l),422,273.5,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/25/07,N,N,Y,N,N,N,N,N,N,22107,ll377(a),3056,l,l357(b),N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/07,N,N,N,Y,N,N,N,N,Y,Search warrant,ll377(a),11364,12022(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/26/07,N,N,N,N,N,N,Y,N,N,911 hangup,273.5(a),273d(a),2800.2,Z3152(a)(b: 148(a)(l) Y,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/26/07,N,N,N,Y,N,N,N,N,Y,21456(b),647(f),148(a)(l),21456(b),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/27/07,N,N,N,Y,N,N,N,N,N,Susp person,647(f),11364(a),148(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/2/07,N,N,N,Y,N,N,N,N,Y,503,503,148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/4/07,N,N,N,Y,N,N,N,N,Y,487(a),487(a),148(a)(l),666,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/5/07,N,N,N,N,N,N,Y,N,N,Alarm,602(m),148(a)(l),488,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/8/07,Y,N,N,N,N,Y,N,Y,415,l,1550(a),24l(b),148(a)(l),3056,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/8/07,N,N,N,Y,N,N,N,N,N,25620(a),25620(a),647(t),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/9/07,N,N,Y,N,N,N,N,Y,488,488,647(t),148(a}(l),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/07,N,N,Y,N,N,Y,N,N,273.5(a),273.5(a),148(a)(l),273.6(a),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/07,N,N,Y,N,N,N,N,Y,Warrant,11377(a),11364,148(a)(l),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/07,N,N,Y,N,N,N,N,Y,1085l(a),1085l(a),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/07,N,N,Y,N,N,N,N,N,4.9.3,148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/07,Y,N,N,N,N,N,N,N,415.2,647(t),415.2,148(a)(l),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/07,N,N,Y,N,N,N,N,N,5150,5150,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/07,N,N,Y,N,N,Y,N,N,24600,148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/07,N,N,N,Y,N,N,N,N,Y,602 .l(a),69,148(a)(l),602.l(a),,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/29/07,N,N,N,N,N,N,N,Y,27315,148(a)(l),11351.5,l,1352(a),12500(a),N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/30/07,N,N,Y,N,N,N,N,N,602(m),602(m),148(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/07,Y,N,Y,N,N,Y,N,Y,602(1),602(1),148(a)(l),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
