Date,Baton,Gun,Hands,K9,OC,Taser,Sage,Misc,Nature of Case,Violation Charged #1,#2,#3,#4,#5,SNspect INjNred,Officer Injured,Proper Procedure,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/09,N,N,Y,N,N,N,N,N,488,243(c)(2),,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/09,Y,N,N,Y,N,Y,N,N,459,459,148(a)(l),,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/09,N,N,Y,N,N,N,N,N,415,273.5,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/09,N,N,Y,N,N,N,N,N,21658,647(f),243(b),,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/09,N,N,Y,N,N,N,N,N,1042,647(f),,,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/09,Y,N,N,N,N,Y,N,Y,242,3056,417(a}(l),243(b)/664 647(f),148(a)(l) Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/09,N,N,Y,N,N,N,N,N,594(b)(2),647(f),148(a)(l),warrants,,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/09,N,N,Y,N,N,Y,N,N,415,148(a)(l),,,,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/09,N,N,N,N,N,Y,N,N,602.S(a),602.5(a),148(a)(l),,,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/09,N,N,N,Y,N,N,N,N,N,415,243(b),,,,N,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/30/09,N,N,N,Y,N,N,N,N,N,415,,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/1/09,N,N,N,N,N,N,Y,N,N,602(1),148(a)(l),1203.2,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/2/09,N,N,N,Y,N,N,N,N,N,484g,l,1377(a),135,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
12/4/09,N,N,N,N,N,N,Y,N,N,417,3056,,,,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/5/09,N,N,N,Y,N,N,N,N,Y,DUI,23152(a),231S2(b),148(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/5/09,N,N,N,Y,N,N,N,N,N,415,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/5/09,N,N,N,N,Y,N,N,N,N,1033A,182(a)(l),4S9,148(a)(l),594(b)(l),Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/5/09,N,N,N,Y,N,N,N,N,Y,415,647(Â±),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/6/09,N,N,N,N,N,N,Y,N,N,415,415(3),647(f),148(a)(I),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/6/09,N,N,N,Y,N,N,Y,N,Y,41S,243(e)l),148(a)(l),166(a)(4),243(b),Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/8/09,N,N,N,Y,N,N,N,N,Y,415,415(1),148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/10/09,N,N,N,Y,N,N,N,N,N,415,415.5(a),148(a)(l),243(b),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/19/09,N,N,N,N,Y,N,Y,N,N,459,459,182,594,777,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/19/09,N,N,N,Y,N,N,N,N,N,2165l(a),148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/21/09,N,N,N,N,N,N,Y,N,N,647(f),647(f),148(AXI),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/22/09,N,N,N,Y,N,N,N,N,N,IO 66,Warrant,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/24/09,N,N,N,N,N,N,Y,N,N,22450,2800.l(a),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/26/09,N,N,N,Y,N,N,Y,N,Y,415,148(aXl),647(Â±),,,Y,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
12/26/09,N,N,N,Y,N,N,N,N,N,11 79,23152(a)(b),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/27/09,N,N,N,N,N,N,N,N,Y,242,273.S,1203.2,245(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/28/09,N,N,N,Y,N,N,N,N,Y,11 96,496(a),S94(b)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/30/09,N,N,N,N,N,N,N,Y,22350,14601.1(2),23152(a),243(b),148(a)(l),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/31/09,N,N,N,N,N,N,N,N,245(a)(l),245(a)(l),236,243(e)(l),148(a)(l),273.6,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
12/31/09,N,N,Y,N,N,N,N,Y,415,647(f),148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,N,N,N,N,N,N,N,N,22350,148(a),,,,,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,N,N,N,N,N,N,N,Y,11 96,23152(a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,N,N,Y,N,Y,N,N,N,242,148(a)(l) 647(f),,415.1,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/3/10,N,N,N,N,N,Y,N,N,211,243(b) 664/211,,245(a)(l),182(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/3/10,N,N,Y,N,N,N,N,Y,211,211,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/10/10,N,N,Y,N,N,N,N,N,273.5,273.5 245(aXi),,148(a)(i),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/12/10,N,N,Y,N,N,N,N,N,647(f),647(f) 148(a)(i),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/14/10,N,N,Y,N,N,N,N,N,243.2(a)(i),243.2(a)(i) 243.6,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/16/10,N,N,Y,N,N,N,N,N,23152(a)(b),,23152(a)(b) 148(a)(i),,12500(w),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/17/10,N,N,N,N,N,Y,N,N,148(a)(i),148(aXi),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/22/10,N,N,Y,N,N,N,N,N,148(a),148(a) 148(i),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/26/10,N,N,Y,N,N,N,N,N,12500(a),12500(a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/26/10,N,N,Y,N,N,N,N,N,488,488 594(b)(2)(a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/28/10,Y,N,N,N,N,N,N,N,1085l(a),1085l(a) 182,,594(aX2),594(b)(i),,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/10,N,N,Y,N,N,N,N,N,422,422 243.2,,415.5,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/30/10,N,N,N,N,N,N,N,Y,148(a)(i),777 647(f),,148(a),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/31/10,N,N,N,N,N,Y,N,N,243(b),243(b),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/5/10,N,N,Y,N,N,N,N,N,1203l(f),1203l(f) 148(aXi),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/7/10,N,N,Y,N,N,N,N,Y,23152(a),23152(a)(b) 14601.2(a),,4462(b),23222(a),,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/10,N,N,Y,N,N,N,N,Y,647(f),647(f),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/9/10,N,N,N,N,N,N,N,N,148(a)(i),148(aXi),,,,,N,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,
2/11/10,N,N,N,N,N,N,N,N,148(a)(i),148(a)(i),,,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
2/11/10,N,N,N,N,N,N,N,N,415,415,,,,,N,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,
2/11/10,N,N,Y,N,N, N,647(f),647(f),,,,,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
2/13/10,N,N,Y,N,N,N,N,N,10851,10851,,2800.1,182,466.5,N,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,
2/13/10,N,N,N,N,N, N,N,N,10851,10851,,,,,N,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,
2/15/10,N,N,N,N,N,N,N,N,243(b),243(b),,,,,N,N,N,,N, ,,,,,,,,,,,,,,,,,,,,,,
2/20/10,[;21 ,N,N,N,N, 245(a)(i),148(aXi),N,245(aXi),273.5,12022.1,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/10,N,N,N,N,N, N,N,N,148(a)(i),647(f),,148(a)(i),,,N,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,
2/23/10,N,N,[;21,N, N,N,Y,11350(a),11350(a),,11550,148(A),,,Y,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/27/10,N,N,Y,N, N, N,594,647.4,,594,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/2/10,N,N,Y,N, N,N,N,23103(a),23103(a),,,,,,N,N, ,N, ,,,,,,,,,,,,,,,,,,,,,,,
3/5/10,N,N,N,N,N,N,N,N,187,187,,,,,N,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,
3/6/10,N,N,Y,N,N,N,N,N,23152(e),23152(e),,2002(a),23152(b),148(a),N,,N,,N, ,,,,,,,,,,,,,,,,,,,,,,
3/6/10,N,N,N,N,N,N,N,N,N,245(a),245(a)(2),,,,N,N,Y,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,
3/8/10,Y,N,N,N, Y,148(a),148(a)(l),N,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/10,N,N,N,N,N, N,148,148,,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/13/10,N,N,N,N,N, N,148(a)(l),148(a)(l),,,,,,,N,,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/14/10,Y,N,N,N, Y,N, l,1377(a) H & B77(a),H &,,11364(a),148(a)(l),,,Y,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/14/10,N,N,N,N,N, N,Y,647(f),,,,,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
3/14/10,N,N,Y,N,N,N,N,Y,12025,422,,,,,N,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,
3/16/10,N,N,Y,N,N,N,N,N,241Â©,241Â©,,,,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
3/18/10,N,N,Y,N,N,N,N,N,148(a)(l),,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/20/10,N,N,Y,N,N,N,N,N,l,1377(a),,148(aXl),l,1377(a),N,N,Y,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,
3/21/10,Y,N,N,N,N,N,N,Y,647(f),,647(f),148(a),,,N,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/21/10,N,N,Y,N,N,N,N,N,23152(w)(b),,23152(w)(b),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/22/10,N,N,N,N,N,Y,N,N,647(f),,647(f),148(aXI),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/26/10,N,N,Y,N,N,N,N,N,148(a)(l),,148(a)(I),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/26/10,N,N,N,Y,N,N,N,N,459,,459,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/28/10,N,N,Y,N,N,N,N,N,242,,242,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/29/10,N,N,N,N,N,N,N,Y,243(e)(i),,243(e)(i),236,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/30/10,Y,N,N,N,N,N,N,N,245(a)(l),,245(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/31/10,N,N,Y,N,N,N,N,N,info,,,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/2/10,N,N,Y,N,N,N,N,N,12020(a)(i),,I2020(a)(i),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/4/10,N,N,N,Y,N,N,N,N,496(a),,496(a),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/7/10,N,N,Y,N,N,N,N,N,148(a)(l),,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/8/10,N,N,Y,N,N,N,N,N,243(b),,243(b),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/8/10,N,N,Y,N,N,N,N,N,484(g),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/10,N,N,Y,N,N,N,N,N,243(b),,243(b),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/12/10,N,N,Y,N,N,N,N,N,459,,666,459,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/13/10,N,N,Y,N,N,N,N,N,2800.0(a)(I),,2800.0(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/18/10,Y,N,N,N,N,N,N,N,647(f),,647(f),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/18/10,Y,N,Y,N,N,Y,N,Y,23152(a),,23152(a),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/18/10,N,N,N,N,Y,Y,N,Y,23152(a),,23152(a),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/21/10,N,N,N,N,N,N,N,N,N,23152(a)(b),,23152(a)(b),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/22/10,N,N,N,Y,N,N,N,N,N,459,459,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/23/10,N,N,N,N,N,N,N,N,N,23152(a)(b),,23152(a)(b),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/26/10,Y,N,N,N,N,Y,N,N,148(a)(I),148(a)(I),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/26/10,N,N,N,Y,N,N,N,N,N,23152(a)(b),,23152(a)(b),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/28/10,N,N,N,Y,N,N,Y,N,,459,94(b)(i),,,,Y,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/28/10,N,N,N,N,N,N,N,N,Y,594,594,,,,,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/1/10,N,N,N,Y,N,N,N,N,N,243(e)(i),243(e)(i),,,,Y,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/2/10,N,N,N,Y,N,N,N,N,,241,241,,,,Y,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/3/10,N,N,N,Y,N,N,N,N,,148(a),626.1,,,,,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/4/10,N,N,N,Y,N,N,N,N,Y,148(a),148(a),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/7/10,N,N,N,Y,N,N,N,N,,148(a)(i),647(e),,,,Y,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/8/10,N,N,Y,N,N, N,N,3056,602.5,,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/10,N,N,Y,N,N, N,N,211,211,,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/10,N,N,N,N,N, N,N,Y,148,148,,,,,,Y, , ,,,,,,,,,,,,,,,,,,,,,,,,
5/14/10,N,N,N,N,N,N,Y,N,,211,211,664,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/17/10,N,N,N,Y,N, N,N,N,2800.3,2800.3,148(a),,,,N,Y, , ,,,,,,,,,,,,,,,,,,,,,,,,
512112010,N,N,Y,N, N,N,422,422,,,,,,,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/10,N,N,N,Y,N,N,N,N,N,647(fil,23103(a),23152(a),,,,N,,Y, ,,,,,,,,,,,,,,,,,,,,,,,
512212010,N,N,Y,N, Y,N,243(b),243(b),,,,,Y,,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/10,N,N,N,Y,N, N,N,N,11359,11359,,,,,,,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
513012010,N,N,Y,N,N,148(a),148(a),N,,,,Y,,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/10,N,N,Y,N,N,N,N,N,11377(a),,11377(a),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/30/10,N,N,N,Y,N,N,N,N,Y,148(a),,148(a),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/3/10,N,N,N,Y,N,N,N,N,Y,23152(a)(b),,148(a),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/4/10,N,N,N,Y,N,N,N,N,N,666,,666,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/4/10,N,N,N,N,N,N,N,N,Y,647(f),,647(f),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/4/10,N,N,N,Y,N,N,N,N,N,666,,666,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/5/10,N,N,N,N,N,N,N,N,Y,602,,602,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/6/10,N,N,N,Y,N,N,N,N,N,245(a)(i),,24S(a)(i),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/6/10,N,N,N,Y,N,N,N,N,Y,422,,422,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/8/10,N,N,N,Y,N,N,N,N,N,242,,242,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/9/10,N,N,N,N,N,N,N,N,Y,647,,647,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/9/10,N,N,N,Y,N,N,N,N,N,148(a),,148(a),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/10/10,N,N,N,Y,N,N,N,N,Y,14601.2,,14601.2,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/13/10,N,N,N,Y,N,N,N,N,N,12025(a)(i),,12025(a)(i),,,N,,Y,,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/17/10,N,N,N,N,N,N, Y,594(b)(i),,594(b)(i),148(a)(i),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/18/10,N,N,N,Y,N,N,N,N,N,148(a)(i),,148(a)(i),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/19/10,N,N,N,N,N,N,Y, 647(f),,647(f),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/19/10,N,N,N,Y,N,N,N,5150,,5150,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/19/10,N,N,Y,N,N,N, N,148(a)(i),,148(a)(i),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/20/10,N,N,N,N,N,N,N, Y,warrants,,warrants,148(A),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/22/10,N,N,N,Y,N,N,N,N,N,148(a)(i),,148(a)(i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/24/10,N,N,N,Y,N,N,N,N,N,148(a)(i),,148(a)(i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/24/10,N,N,N,Y,N,N,N,N,N,148(a)(i),,148(a)(i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/24/10,N,N,N,N,N,N,N,Y,N,647(f),,647(f),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/24/10,N,N,N,N,N,N,Y,N,N,148(a)(i),,148(a)(i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/27/10,N,N,N,N,N,N,Y,N,N,23152(a)(b),23152(a)(b),,,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/27/10,N,N,N,Y,N,N,N,N,N,23152(a)(b),23152(a)(b),,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/27/10,N,N,N, N,N,N,Y,N,23152(a)(b),23152(a)(b),,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/29/10,N,N,N,N,N,N,N,N,Y,3056,,3056,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/29/10,N,N,N,Y,N,N,N,N,N,11364,,11364,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/30/10,N,N,N,Y,N,N,N,N,N,5150,,5150,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/3/10,N,N,N,N,N,N,N,N,Y,3056,,3056,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/3/10,N,N,N,N,N,N,Y,N,Y,148(a)(i),,148(a)(i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/4/10,N,N,N,N,N,N,Y,N,N,594(b)(i),,594(b)(i),148(a),602(L),Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/4/10,N,N,N,2l,N,N,N,N,Y,243(b),,243(b),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/4/10,N,N,N,Y,N,N,N,N,Y,23152(b),,23152(b),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/8/10,N,N,N,N,N,N,Y,N,N,148(a) (i),,148(a) (i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/9/10,N,N,N,Y,N,N,Y,N,Y,148(a) (i),,148 (a) (i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/11/10,N,N,N,N,N,N,N,N,Y,647(f), 849(b),,647(f),849(b),N,N,Y,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,
7/13/10,N,N,N,Y,N,N,Y,N,N,148(a)(i),,148(a)(i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/13/10,N,N,N,Y,N,N,N,N,N,11359,,11359,,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/14/10,N,N,N,N,N,N,N,Y,N,243(e) (i),,243(e) (i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/17/10,N,N,N,Y,N,N,N,N,N,647(f),,647(f),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/21/10,N,N,N,N,N,N,Y,N,N,11364,,11364,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/22/10,N,N,Y,N,N,N,N,N,5150,5150,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/24/10,N,N,N,N,N,N,N,Y,1203-2,1203_2,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/24/10,N,N,N,Y,N,N,N,N,600 (a),600 (a),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/24/10,N,N,Y,N,N,N,N,Y,290(g)(2),290(g)(2),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/24/10,N,N,Y,N,N,N,N,N,148(a)(i),148(a)(i),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/24/10,N,N,Y,N,N,N,N,Y,sb-2,sb,0.2,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/26/10,N,N,Y,N,N,Y,N,N,14601,4462.5,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/27/10,N,N,Y,N,N,N,N,N,148,148,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/28/10,N,N,Y,N,N,N,N,Y,11377 (a),11377 (a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/29/10,N,N,N,N,N,Y,N,N,3056,3056,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/31/10,N,N,Y,N,N,N,N,Y,242,242,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/1/10,N,N,N,N,N,Y,N,N,148(a) (i),148(a) (i),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/3/10,Y,N,N,N,N,N,N,N,148(a) (i),148(a) (i),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/5/10,N,N,Y,N,N,N,N,N,148(a) (i),148(a) (i),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/8/10,N,N,Y,N,N,N,N,N,23152 (a),23152 (a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/9/10,N,N,Y,N,N,N,N,N,245,243(e) (i),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/9/10,N,N,Y,N,N,N,N,N,245 (a) (i),245 (a) (i),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/10/10,N,N,Y,N,N,Y,N,Y,148 (a) (i),148 (a) (i),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/11/10,N,N,Y,N,N,N,N,Y,11550,11550,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/12/10,Y,N,Y,N,N,Y,N,Y,243 (d),243 (d),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/15/10,N,N,N,Y,N,N,N,N,459 pc,459pc,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
17/2010,N,N,Y,N,N,N,N,Y,245 (a),245 (a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/17/10,N,N,N,N,N,N,Y,N,N,647(f),,647(f),148(A) (i),,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
8/17/10,N,N,N,N,Y,N,N,N,N,148(a)(i),,148(a)(i),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
